Id,Name,Synonyms,SalesPrice,OriginalPrice,Availability,Ratings,ProductLink,ImageLink
Amazon_11,"OnePlus Nord CE 5G (Charcoal Ink, 8GB RAM, 128GB Storage)","['OnePlus Nord CE 5G ', 'OnePlus Nord CE 5G Charcoal Ink', 'OnePlus Nord CE 5G  8GB RAM']",24999,24999,Available,2.9,https://www.amazon.co.in/OnePlus-Nord-Charcoal-128GB-Storage/dp/B09576CYNP/ref=sr_1_11?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-11,https://m.media-amazon.com/images/I/71LRBr1aLNS._AC_UY218_.jpg
Amazon_12,"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","['Redmi 9 ', 'Redmi 9 Carbon Black', 'Redmi 9  4GB RAM']",8799,10999,Available,4.2,https://www.amazon.co.in/Redmi-Carbon-Black-64GB-Storage/dp/B086985T6R/ref=sr_1_12?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-12,https://m.media-amazon.com/images/I/716nHhG9SWL._AC_UY218_.jpg
Amazon_13,"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage) | 5000 mAh| 2.3GHz Mediatek Helio G35 Octa core Processor","['Redmi 9 ', 'Redmi 9 Sporty Orange', 'Redmi 9  4GB RAM']",8799,10999,Available,4.2,https://www.amazon.co.in/Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_13?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-13,https://m.media-amazon.com/images/I/71A9Vo1BatL._AC_UY218_.jpg
Amazon_14,Redmi 9A (Sea Blue 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,"['Redmi 9A ', 'Redmi 9A  Sea Blue 2GB RAM 32GB Storage']",6799,8499,Available,4.2,https://www.amazon.co.in/Redmi-9A-2GB-32GB-Storage/dp/B086978F2L/ref=sr_1_14?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-14,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg
Amazon_15,Tecno Spark 7 Pro (Magnet Black 6GB RAM 64GB Storage),"['Tecno Spark 7 Pro ', 'Tecno Spark 7 Pro  Magnet Black 6GB RAM 64GB Storage']",10999,13999,Available,4.0,https://www.amazon.co.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A034530620HA5ARI8EZ4G&url=%2FTecno-Spark-Magnet-Black-Storage%2Fdp%2FB095H6NLB4%2Fref%3Dsr_1_15_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1624268743%26refinements%3Dp_89%253AASUS%257CAlcatel%257CApple%257CBlackBerry%257CGionee%257CGoogle%257CHTC%257CHonor%257CHuawei%257CIKALL%257CIntex%257CLG%257CLava%257CLenovo%257CMI%257CMicromax%257CMicrosoft%257CMoto%257CMotorola%257CNokia%257COnePlus%257COppo%257CPanasonic%257CRedmi%257CSHIVANSH%257CSamsung%257CSnexian%257CTecno%257CVivo%257CXiaomi%257CXifo%257Citel%257Crealme%26rnid%3D3837712031%26s%3Delectronics%26sr%3D1-15-spons%26psc%3D1&qualifier=1624268743&id=1125483254291603&widgetName=sp_mtf,https://m.media-amazon.com/images/I/812F2HYvxJS._AC_UY218_.jpg
Amazon_16,"Vivo V21 5G (Arctic Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","['Vivo V21 5G ', 'Vivo V21 5G Arctic Blue', 'Vivo V21 5G  8GB RAM']",29990,32990,Available,4.1,https://www.amazon.co.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_electronics_sr_pg1_1?ie=UTF8&adId=A0333386110TXWN7TFEOJ&url=%2FVivo-V21-8GB-RAM-128GB%2Fdp%2FB08ZJVK7RS%2Fref%3Dsr_1_16_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1624268743%26refinements%3Dp_89%253AASUS%257CAlcatel%257CApple%257CBlackBerry%257CGionee%257CGoogle%257CHTC%257CHonor%257CHuawei%257CIKALL%257CIntex%257CLG%257CLava%257CLenovo%257CMI%257CMicromax%257CMicrosoft%257CMoto%257CMotorola%257CNokia%257COnePlus%257COppo%257CPanasonic%257CRedmi%257CSHIVANSH%257CSamsung%257CSnexian%257CTecno%257CVivo%257CXiaomi%257CXifo%257Citel%257Crealme%26rnid%3D3837712031%26s%3Delectronics%26sr%3D1-16-spons%26psc%3D1&qualifier=1624268743&id=1125483254291603&widgetName=sp_mtf,https://m.media-amazon.com/images/I/61ShleYhcBS._AC_UY218_.jpg
Amazon_17,"TECNO Spark 7T(Magnet Black, 4GB RAM,64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","['TECNO Spark 7T', 'TECNO Spark 7TMagnet Black', 'TECNO Spark 7T 4GB RAM']",8999,10999,Available,4.1,https://www.amazon.co.in/TECNO-Magnet-Storage-Battery-Camera/dp/B096LRGL64/ref=sr_1_17?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-17,https://m.media-amazon.com/images/I/81EHVlbWOaS._AC_UY218_.jpg
Amazon_18,Nokia 105 Single SIM (Black),"['Nokia 105 Single SIM ', 'Nokia 105 Single SIM  Black']",1215,1249,Available,4.1,https://www.amazon.co.in/Nokia-105-2019-Single-Black/dp/B07YYNX5X6/ref=sr_1_18?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-18,https://m.media-amazon.com/images/I/31Z2ee9oYQL._AC_UY218_.jpg
Amazon_19,"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor","['Redmi 9 Power ', 'Redmi 9 Power Mighty Black', 'Redmi 9 Power  6GB RAM']",12999,16999,Available,4.2,https://www.amazon.co.in/Test-Exclusive_2020_1138-Multi-3GB-Storage/dp/B089MTR9JW/ref=sr_1_19?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-19,https://m.media-amazon.com/images/I/61LHaUOhehL._AC_UY218_.jpg
Amazon_20,"OnePlus Nord CE 5G (Charcoal Ink, 12GB RAM, 256GB Storage)","['OnePlus Nord CE 5G ', 'OnePlus Nord CE 5G Charcoal Ink', 'OnePlus Nord CE 5G  12GB RAM']",27999,27999,Available,2.9,https://www.amazon.co.in/OnePlus-Nord-Charcoal-256GB-Storage/dp/B09575YG72/ref=sr_1_20?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-20,https://m.media-amazon.com/images/I/71LRBr1aLNS._AC_UY218_.jpg
Amazon_21,Redmi 9A (Sea Blue 3GB RAM 32GB Storage)| 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,"['Redmi 9A ', 'Redmi 9A  Sea Blue 3GB RAM 32GB Storage']",Unavailable,Unavailable,Unavailable,4.2,https://www.amazon.co.in/Redmi-9A-3GB-32GB-Storage/dp/B086973W9M/ref=sr_1_21?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-21,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg
Amazon_22,"Samsung Galaxy M31 (Ocean Blue, 8GB RAM, 128GB Storage)","['Samsung Galaxy M31 ', 'Samsung Galaxy M31 Ocean Blue', 'Samsung Galaxy M31  8GB RAM']",16999,21999,Available,4.3,https://www.amazon.co.in/Samsung-Galaxy-Ocean-128GB-Storage/dp/B07HG8S7KP/ref=sr_1_22?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-22,https://m.media-amazon.com/images/I/71-Su4Wr0HL._AC_UY218_.jpg
Amazon_23,"TECNO Spark 7T(Jewel Blue, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","['TECNO Spark 7T', 'TECNO Spark 7TJewel Blue', 'TECNO Spark 7T 4GB RAM']",8999,10999,Available,4.1,https://www.amazon.co.in/TECNO-Spark-Storage-Battery-Camera/dp/B096LS7N6Z/ref=sr_1_23?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-23,https://m.media-amazon.com/images/I/81aWyRY67SS._AC_UY218_.jpg
Amazon_24,"Samsung Galaxy M11 (Violet, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","['Samsung Galaxy M11 ', 'Samsung Galaxy M11 Violet', 'Samsung Galaxy M11  4GB RAM']",8999,14999,Available,4.2,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KCC68B/ref=sr_1_24?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-24,https://m.media-amazon.com/images/I/713asoeJn7S._AC_UY218_.jpg
Amazon_25,"Samsung Galaxy M11 (Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","['Samsung Galaxy M11 ', 'Samsung Galaxy M11 Black', 'Samsung Galaxy M11  4GB RAM']",8999,14999,Available,4.2,https://www.amazon.co.in/Samsung-Galaxy-Storage-Additional-Exchange/dp/B086KDZGVK/ref=sr_1_25?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-25,https://m.media-amazon.com/images/I/710jkZNub3S._AC_UY218_.jpg
Amazon_26,Redmi 9A (Midnight Black 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,"['Redmi 9A ', 'Redmi 9A  Midnight Black 2GB RAM 32GB Storage']",6799,8499,Available,4.2,https://www.amazon.co.in/Redmi-9A-Midnight-2GB-32GB/dp/B08697N43G/ref=sr_1_26?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-26,https://m.media-amazon.com/images/I/71sxlhYhKWL._AC_UY218_.jpg
Amazon_27,"Redmi Note 10 (Aqua Green, 6GB RAM, 128GB Storage) - Amoled Dot Display | 48MP Sony Sensor IMX582 | Snapdragon 678 Processor","['Redmi Note 10 ', 'Redmi Note 10 Aqua Green', 'Redmi Note 10  6GB RAM']",Unavailable,Unavailable,Unavailable,4.1,https://www.amazon.co.in/Test-Exclusive_2020_1143-Multi-3GB-Storage/dp/B089MSG56S/ref=sr_1_27?dchild=1&keywords=mobile&qid=1624268743&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-27,https://m.media-amazon.com/images/I/71-BcSc9rhS._AC_UY218_.jpg
