Amazon_Name,Amazon_Synonyms,Amazon_SalesPrice,Amazon_OriginalPrice,Amazon_Availability,Amazon_Rating,Amazon_ProductLink,Amazon_ImageLink,Flipkart_Name,Flipkart_Synonyms,Flipkart_SalesPrice,Flipkart_OriginalPrice,Flipkart_Rating,Flipkart_ProductLink,Flipkart_ImageLink,Snapdeal_Name,Snapdeal_Synonyms,Snapdeal_SalesPrice,Snapdeal_OriginalPrice,Snapdeal_Rating,Snapdeal_ProductLink,Snapdeal_ImageLink,Snapdeal_Availability
"Nokia C3 Android 10 Smartphone with 2GB RAM 16GB Storage, All-Day Battery and Fingerprint Sensor – Sand","['Nokia C3 Android 10 Smartphone with 2GB RAM 16GB Storage', 'NokiaC3 Android 10 Smartphone with 2GB RAM 16GB Storage All-Day Battery and Fingerprint Sensor – Sand']",6999,8499,Available,3.5,https://www.amazon.co.in/Nokia-C3-Android-Smartphone-Fingerprint/dp/B086KCCMBT/ref=sr_1_200?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-200,https://m.media-amazon.com/images/I/71ICH6FHDYL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Vivo Y20i (Nebula Blue, 3GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers","['Vivo Y20i ', 'Vivo Y20i Nebula Blue', 'Vivo Y20i  3GB RAM']",11490,15490,Available,4.3,https://www.amazon.co.in/Vivo-Nebula-Storage-Additional-Exchange/dp/B089MQ7JQ3/ref=sr_1_201?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-201,https://m.media-amazon.com/images/I/71INGYhIf0L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Gionee F11 Blue (3GB Ram 32GB ROM) 5000mAh Battery, Dual Camera","['Gionee F11 Blue ', 'Gionee F11 Blue  3GB Ram 32GB ROM']",6599.,7990,Available,3.6,https://www.amazon.co.in/Gionee-F11-5000mAh-Battery-Camera/dp/B08TQW3H59/ref=sr_1_202?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-202,https://m.media-amazon.com/images/I/81OMWwRR3xL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Vivo Y30 (Emerald Black, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","['Vivo Y30 ', 'Vivo Y30 Emerald Black', 'Vivo Y30  4GB RAM']",13990,18990,Available,4.2,https://www.amazon.co.in/Vivo-Emerald-Storage-Additional-Exchange/dp/B086KG11W3/ref=sr_1_203?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-203,https://m.media-amazon.com/images/I/61424WwLFjL._AC_UY218_.jpg,"ViVO Y30 (Emerald Black, 128 GB)",ViVO Y30 | ViVO Y30 Emerald Black | ViVO Y30  128 GB,13990.0,18990,4.3,https://www.flipkart.com/vivo-y30-emerald-black-128-gb/p/itm1791342f24d04?pid=MOBFT26AKM7GCQ5C&lid=LSTMOBFT26AKM7GCQ5CZ0OCOO&marketplace=FLIPKART&store=tyy%2F4io&srno=b_8_177&otracker=browse&fm=organic&iid=69717a5e-8611-467b-8c4e-97edbade6600.MOBFT26AKM7GCQ5C.SEARCH&ppt=None&ppn=None&ssid=3fw55tp5yo0000001624017410024,https://rukminim1.flixcart.com/image/312/312/kc0u7bk0/mobile/q/5/c/vivo-y30-vivo-1938-original-imaft8uktzghgw6f.jpeg?q=70,,,,,,,,
"Vivo Y30 (Emerald Black, 4GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","['Vivo Y30 ', 'Vivo Y30 Emerald Black', 'Vivo Y30  4GB RAM']",13990,18990,Available,4.2,https://www.amazon.co.in/Vivo-Emerald-Storage-Additional-Exchange/dp/B086KG11W3/ref=sr_1_203?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-203,https://m.media-amazon.com/images/I/61424WwLFjL._AC_UY218_.jpg,"ViVO Y30 (Emerald Black, 128 GB)",ViVO Y30 | ViVO Y30 Emerald Black | ViVO Y30  128 GB,14990.0,18990,4.3,https://www.flipkart.com/vivo-y30-emerald-black-128-gb/p/itm1791342f24d04?pid=MOBFYFYPYZE4NA5Q&lid=LSTMOBFYFYPYZE4NA5QDXHARG&marketplace=FLIPKART&store=tyy%2F4io&srno=b_10_230&otracker=browse&fm=organic&iid=0e4f2729-fbcc-431d-851f-047dec36c30a.MOBFYFYPYZE4NA5Q.SEARCH&ppt=None&ppn=None&ssid=j5jp5lo3pc0000001624017465113,https://rukminim1.flixcart.com/image/312/312/kij6f0w0/mobile/a/5/q/vivo-y30-vivo-1938-original-imafyb67dyzgtsna.jpeg?q=70,,,,,,,,
"I KALL K555 Triple Sim Multimedia Keypad Mobile Feature Phone (2.8 Inch, 2MP Camera) (Blue)","['I KALL K555 Triple Sim Multimedia Keypad Mobile Feature Phone ', 'I KALL K555 Triple Sim Multimedia Keypad Mobile Feature Phone 2.8 Inch', 'I KALL K555 Triple Sim Multimedia Keypad Mobile Feature Phone  2MP Camera']",1199,1999,Available,1.0,https://www.amazon.co.in/K555-Triple-Multimedia-Keypad-Feature/dp/B0963TZWZR/ref=sr_1_204?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-204,https://m.media-amazon.com/images/I/61KGqMSvuvL._AC_UY218_.jpg,,,,,,,,,,,,,,,
SHIVANSH K9 Smart | Dual SIM | ROM 8GB | Kitkat | 3G | - White+Gold,"['SHIVANSH', 'K9 Smart | Dual SIM | ROM 8GB | Kitkat | 3G | - White+Gold']",2790,4190,Available,,https://www.amazon.co.in/SHIVANSH-K9-Smart-Dual-Kitkat/dp/B096V27674/ref=sr_1_205?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-205,https://m.media-amazon.com/images/I/31yu++wPT2S._AC_UY218_.jpg,,,,,,,,,,,,,,,
micromax x741 with Big Battery 1750mh (Black or Blue as per Availability),"['micromax x741 with Big Battery 1750mh ', 'micromax x741 with Big Battery 1750mh  Black or Blue as per Availability']",1582,2499,Available,3.3,https://www.amazon.co.in/micromax-x741-Battery-1750mh-Availability/dp/B08FQWLNJ9/ref=sr_1_206?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-206,https://m.media-amazon.com/images/I/71tFmAfDetL._AC_UY218_.jpg,Micromax X741, |  | Micromax X741,1236.0,NAN,4,https://www.flipkart.com/micromax-x741/p/itmae9abd0121584?pid=MOBFJE86GKFAPA9F&lid=LSTMOBFJE86GKFAPA9FZYX8MF&marketplace=FLIPKART&store=tyy%2F4io&srno=b_27_637&otracker=browse&fm=organic&iid=144ae797-b8f3-4739-87ae-660b48477fee.MOBFJE86GKFAPA9F.SEARCH&ppt=None&ppn=None&ssid=5smvyops400000001624017933627,https://rukminim1.flixcart.com/image/312/312/k1tm1e80/mobile/a/9/f/micromax-x741-x741-original-imafje8frsbcaez7.jpeg?q=70,,,,,,,,
"IKALL K8 4G Mobile (2GB, 16GB) - Green","['IKALL K8 4G Mobile ', 'IKALL K8 4G Mobile 2GB', 'IKALL K8 4G Mobile  16GB']",4427,5999,Available,1.0,https://www.amazon.co.in/IKALL-K8-Mobile-2GB-16GB/dp/B08X6Z6B65/ref=sr_1_207?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-207,https://m.media-amazon.com/images/I/41ItG900S3L._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Samsung Galaxy M02s (Black,3GB RAM, 32GB Storage) | 5000 mAh | Triple Camera","['Samsung Galaxy M02s ', 'Samsung Galaxy M02s Black', 'Samsung Galaxy M02s 3GB RAM']",8999,10499,Available,4.1,https://www.amazon.co.in/Samsung-Galaxy-Storage-Triple-Camera/dp/B08RSWQ6YZ/ref=sr_1_208?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-208,https://m.media-amazon.com/images/I/71IkA3T7hIL._AC_UY218_.jpg,"SAMSUNG Galaxy M02 (Black, 32 GB)",SAMSUNG Galaxy M02 | SAMSUNG Galaxy M02 Black | SAMSUNG Galaxy M02  32 GB,7329.0,NAN,4.1,https://www.flipkart.com/samsung-galaxy-m02-black-32-gb/p/itm16e9cd93db916?pid=MOBGY73CSBKNXA5W&lid=LSTMOBGY73CSBKNXA5WRWDRWZ&marketplace=FLIPKART&store=tyy%2F4io&srno=b_26_606&otracker=browse&fm=organic&iid=bc19b830-9e09-4e19-bce5-f5522e94f3e6.MOBGY73CSBKNXA5W.SEARCH&ppt=None&ppn=None&ssid=f0f2us0eyo0000001624017906569,https://rukminim1.flixcart.com/image/312/312/kkzrpu80/mobile/q/0/5/galaxy-m02-b08t2nnt4s1-samsung-original-imagy73chee62pyq.jpeg?q=70,,,,,,,,
"Mi 10i 5G (Pacific Sunrise, 6GB RAM, 128GB Storage)- 108MP Quad Camera | Snapdragon 750G Processor | Upto 3000 Additional Exchange","['Mi 10i 5G ', 'Mi 10i 5G Pacific Sunrise', 'Mi 10i 5G  6GB RAM']",21999,24999,Available,4.2,https://www.amazon.co.in/Test-Exclusive_2020_1129-Multi-3GB-Storage/dp/B089MV3MV7/ref=sr_1_209?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-209,https://m.media-amazon.com/images/I/71gqTNkEkGL._AC_UY218_.jpg,"Mi 10i (Pacific Sunrise, 128 GB)",Mi 10i | Mi 10i Pacific Sunrise | Mi 10i  128 GB,22839.0,24999,4.4,https://www.flipkart.com/mi-10i-pacific-sunrise-128-gb/p/itmdb25c19125070?pid=MOBFZ4RZSW5XRHPK&lid=LSTMOBFZ4RZSW5XRHPKPJVWTB&marketplace=FLIPKART&store=tyy%2F4io&srno=b_31_727&otracker=browse&fm=organic&iid=cd3ba3cd-a029-42b6-b696-d182e91422cc.MOBFZ4RZSW5XRHPK.SEARCH&ppt=None&ppn=None&ssid=242civz6mo0000001624018042389,https://rukminim1.flixcart.com/image/312/312/kjlrb0w0-0/mobile/c/0/q/10i-m10ix02-mi-original-imafz4rnzbetadrk.jpeg?q=70,,,,,,,,
"itel A48 (Gradation Green, 2GB RAM, 32GB Storage)","['itel A48 ', 'itel A48 Gradation Green', 'itel A48  2GB RAM']",5960,6999,Available,3.9,https://www.amazon.co.in/itel-Gradation-Green-32GB-Storage/dp/B08KVGW8P6/ref=sr_1_210?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-210,https://m.media-amazon.com/images/I/71WPKOJBJIL._AC_UY218_.jpg,"Itel A48 (Gradation Green, 32 GB)",Itel A48 | Itel A48 Gradation Green | Itel A48  32 GB,5965.0,5980,4,https://www.flipkart.com/itel-a48-gradation-green-32-gb/p/itm2022796900682?pid=MOBFWTGDQUNCCXU9&lid=LSTMOBFWTGDQUNCCXU9KFR8DM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_12_275&otracker=browse&fm=organic&iid=baec1ac4-75d4-4896-9924-72bcff678314.MOBFWTGDQUNCCXU9.SEARCH&ppt=None&ppn=None&ssid=2os3pvas3k0000001624017519928,https://rukminim1.flixcart.com/image/312/312/kpr8k280/mobile/b/v/f/a48-l6006-itel-original-imag3wez54ygbtkv.jpeg?q=70,,,,,,,,
"itel A48 (Gradation Green, 2GB RAM, 32GB Storage)","['itel A48 ', 'itel A48 Gradation Green', 'itel A48  2GB RAM']",5960,6999,Available,3.9,https://www.amazon.co.in/itel-Gradation-Green-32GB-Storage/dp/B08KVGW8P6/ref=sr_1_210?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-210,https://m.media-amazon.com/images/I/71WPKOJBJIL._AC_UY218_.jpg,"Itel A48 (Gradation Green, 32 GB)",Itel A48 | Itel A48 Gradation Green | Itel A48  32 GB,6090.0,NAN,4,https://www.flipkart.com/itel-a48-gradation-green-32-gb/p/itm11a32cb5b94af?pid=MOBFWTG2NMBP3JCS&lid=LSTMOBFWTG2NMBP3JCSWTQFWH&marketplace=FLIPKART&store=tyy%2F4io&srno=b_24_575&otracker=browse&fm=organic&iid=818439b7-dc4f-418b-ae7a-4e956232a023.MOBFWTG2NMBP3JCS.SEARCH&ppt=None&ppn=None&ssid=fh70s5ufm80000001624017850991,https://rukminim1.flixcart.com/image/312/312/kgmla4w0/mobile/j/c/s/itel-a48-a48-original-imafwtw8rznkph7g.jpeg?q=70,,,,,,,,
"Micromax Dual Sim X749, Champagne","['Micromax Dual Sim X749', 'MicromaxDual Sim X749 Champagne']",1224,2499,Available,3.9,https://www.amazon.co.in/Micromax-X749-Champagne/dp/B083GV32B3/ref=sr_1_211?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-211,https://m.media-amazon.com/images/I/71RynmweJoL._AC_UY218_.jpg,Micromax X749, |  | Micromax X749,1279.0,NAN,4.1,https://www.flipkart.com/micromax-x749/p/itmc3bd96fd026b2?pid=MOBFP86S7N94RDFF&lid=LSTMOBFP86S7N94RDFFH8S7EU&marketplace=FLIPKART&store=tyy%2F4io&srno=b_20_461&otracker=browse&fm=organic&iid=21d2ba7f-a6eb-4a39-9921-d35adb25b345.MOBFP86S7N94RDFF.SEARCH&ppt=None&ppn=None&ssid=xi0rzav8sw0000001624017740940,https://rukminim1.flixcart.com/image/312/312/k73nlow0/mobile/d/f/f/micromax-x749-x749-original-imafpf87fzgy8dhz.jpeg?q=70,,,,,,,,
"Micromax Dual Sim X749, Champagne","['Micromax Dual Sim X749', 'MicromaxDual Sim X749 Champagne']",1224,2499,Available,3.9,https://www.amazon.co.in/Micromax-X749-Champagne/dp/B083GV32B3/ref=sr_1_211?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-211,https://m.media-amazon.com/images/I/71RynmweJoL._AC_UY218_.jpg,Micromax X749, |  | Micromax X749,1299.0,NAN,4.1,https://www.flipkart.com/micromax-x749/p/itmc3bd96fd026b2?pid=MOBFNQX4ZMWAQM7Z&lid=LSTMOBFNQX4ZMWAQM7Z4E4VS0&marketplace=FLIPKART&store=tyy%2F4io&srno=b_26_611&otracker=browse&fm=organic&iid=bc19b830-9e09-4e19-bce5-f5522e94f3e6.MOBFNQX4ZMWAQM7Z.SEARCH&ppt=None&ppn=None&ssid=f0f2us0eyo0000001624017906569,https://rukminim1.flixcart.com/image/312/312/k4yhtow0/mobile/m/7/z/micromax-x749-x749-original-imafnr3bnfcwkakb.jpeg?q=70,,,,,,,,
"Vivo Y31 (Racing Black, 6GB, 128GB Storage) with No Cost EMI/Additional Exchange Offers","['Vivo Y31 ', 'Vivo Y31 Racing Black', 'Vivo Y31  6GB']",16490,20490,Available,4.4,https://www.amazon.co.in/Vivo-Y31-Storage-Additional-Exchange/dp/B08LRDHLQM/ref=sr_1_212?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-212,https://m.media-amazon.com/images/I/61SqqzpSWTL._AC_UY218_.jpg,"ViVO Y31 (Racing Black, 128 GB)",ViVO Y31 | ViVO Y31 Racing Black | ViVO Y31  128 GB,16490.0,20490,4.4,https://www.flipkart.com/vivo-y31-racing-black-128-gb/p/itm4d669e9668d87?pid=MOBFZA9XDBXJYQTU&lid=LSTMOBFZA9XDBXJYQTUNSUYVM&marketplace=FLIPKART&store=tyy%2F4io&srno=b_11_247&otracker=browse&fm=organic&iid=cf624cfa-ab10-444d-ada5-c5695097a7f9.MOBFZA9XDBXJYQTU.SEARCH&ppt=None&ppn=None&ssid=taztdfic4g0000001624017492514,https://rukminim1.flixcart.com/image/312/312/kk4c13k0/mobile/8/j/e/y31-v2036-vivo-original-imafzjh6etksyz7g.jpeg?q=70,,,,,,,,
"realme C11(2021) (Cool Grey, 2GB RAM, 32GB Storage) Without Offers","['realme C11', 'realme C11 2021']",7920,7999,Available,,https://www.amazon.co.in/realme-Cool-Storage-Without-Offers/dp/B096RTYQPW/ref=sr_1_213?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-213,https://m.media-amazon.com/images/I/41XM3IT9vOS._AC_UY218_.jpg,,,,,,,,,,,,,,,
"IKALL K8 4G Mobile (2GB, 16GB, Red)","['IKALL K8 4G Mobile ', 'IKALL K8 4G Mobile 2GB', 'IKALL K8 4G Mobile  16GB']",4427,5999,Available,1.0,https://www.amazon.co.in/IKALL-K8-Mobile-2GB-16GB/dp/B08X72QYCS/ref=sr_1_214?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-214,https://m.media-amazon.com/images/I/41Nr61jLxGL._AC_UY218_.jpg,,,,,,,,,,,,,,,
"Redmi Note 10S (Deep Sea Blue, 6GB RAM, 128GB Storage) - Super Amoled Display | 64 MP Quad Camera |NCEMI Offer on HDFC Cards","['Redmi Note 10S ', 'Redmi Note 10S Deep Sea Blue', 'Redmi Note 10S  6GB RAM']",15999,18999,Available,4.1,https://www.amazon.co.in/Redmi-Note-Deep-128GB-Storage/dp/B0948NFSWX/ref=sr_1_215?dchild=1&keywords=mobile&qid=1624268779&refinements=p_89%3AASUS%7CAlcatel%7CApple%7CBlackBerry%7CGionee%7CGoogle%7CHTC%7CHonor%7CHuawei%7CIKALL%7CIntex%7CLG%7CLava%7CLenovo%7CMI%7CMicromax%7CMicrosoft%7CMoto%7CMotorola%7CNokia%7COnePlus%7COppo%7CPanasonic%7CRedmi%7CSHIVANSH%7CSamsung%7CSnexian%7CTecno%7CVivo%7CXiaomi%7CXifo%7Citel%7Crealme&rnid=3837712031&s=electronics&sr=1-215,https://m.media-amazon.com/images/I/717Ba2P51FS._AC_UY218_.jpg,"REDMI Note 10S (Deep Sea Blue, 64 GB)",REDMI Note 10S | REDMI Note 10S Deep Sea Blue | REDMI Note 10S  64 GB,16145.0,16999,4.2,https://www.flipkart.com/redmi-note-10s-deep-sea-blue-64-gb/p/itmf34b955692456?pid=MOBG3YW6EPFDCMPA&lid=LSTMOBG3YW6EPFDCMPAVQ8JZP&marketplace=FLIPKART&store=tyy%2F4io&srno=b_29_691&otracker=browse&fm=organic&iid=12514f42-6d96-4f2b-84d2-d26413622bc9.MOBG3YW6EPFDCMPA.SEARCH&ppt=None&ppn=None&ssid=wqf2vvi1vk0000001624017988196,https://rukminim1.flixcart.com/image/312/312/koudfgw0/mobile/o/i/s/note-10s-note-10s-redmi-original-imag37egmwgngngw.jpeg?q=70,,,,,,,,
